日期,来源链接,用户原话,暴露的处境,候选词
2026-08-02,https://www.xiaohongshu.com/explore/69c27440000000002301c9ad?xsec_token=ABWzMQbcE_dAp5ClGqDSWu5yH2uEuFsjgr8ELgNJBuc8c=&xsec_source=pc_search,现在最后把办事的开掉就完事了,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/69c27440000000002301c9ad?xsec_token=ABWzMQbcE_dAp5ClGqDSWu5yH2uEuFsjgr8ELgNJBuc8c=&xsec_source=pc_search,然后领导一直骂你或者直接辞退你或者让你坐冷板凳逼迫你自己离职,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/674d8f82000000000202e9a1?xsec_token=ABI4VoPqAJ6u7xSUOW_FlKQkZYFXkxD8SbD6DnE7_F6Io=&xsec_source=pc_search,我们领导会当场拆穿，无论你说的多漂亮,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/674d8f82000000000202e9a1?xsec_token=ABI4VoPqAJ6u7xSUOW_FlKQkZYFXkxD8SbD6DnE7_F6Io=&xsec_source=pc_search,觉得这故事里的领导很傻的，这里集合,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/674d8f82000000000202e9a1?xsec_token=ABI4VoPqAJ6u7xSUOW_FlKQkZYFXkxD8SbD6DnE7_F6Io=&xsec_source=pc_search,领导只看结果，不问过程！,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/674d8f82000000000202e9a1?xsec_token=ABI4VoPqAJ6u7xSUOW_FlKQkZYFXkxD8SbD6DnE7_F6Io=&xsec_source=pc_search,一天天全搞汇报了 还有时间干活儿么,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/674d8f82000000000202e9a1?xsec_token=ABI4VoPqAJ6u7xSUOW_FlKQkZYFXkxD8SbD6DnE7_F6Io=&xsec_source=pc_search,我事超额了，然后没汇报好,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/674d8f82000000000202e9a1?xsec_token=ABI4VoPqAJ6u7xSUOW_FlKQkZYFXkxD8SbD6DnE7_F6Io=&xsec_source=pc_search,我们领导会说 我就看结果,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/692c0f04000000001e016263?xsec_token=ABV8qFbDkREftH6LGwDrziFch9P8d464t07XBRavstjvo=&xsec_source=pc_search,1.倾听:全力以赴的听，专注、鼓励、托举· 2.读取:情绪、事实、期待· 3.回应:肯定反射，是个思路· 4.共识:向下兼容、向上突破,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/692c0f04000000001e016263?xsec_token=ABV8qFbDkREftH6LGwDrziFch9P8d464t07XBRavstjvo=&xsec_source=pc_search,两个积极回应的人，好像话就会说不完，说到后面很累,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/692c0f04000000001e016263?xsec_token=ABV8qFbDkREftH6LGwDrziFch9P8d464t07XBRavstjvo=&xsec_source=pc_search,学会了，以后开会也这么做笔记。,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/692c0f04000000001e016263?xsec_token=ABV8qFbDkREftH6LGwDrziFch9P8d464t07XBRavstjvo=&xsec_source=pc_search,1、所有沟通都指向行动 2、倾听要全身心，让对方感受到被看见被重视，先梳理关系再沟通事情 3、响应情绪、确认事实、回应期待 4、我们和目标 5、提供选择、降低门槛 6、换时间、换场合、换口径、换角色 7、自我介绍：我是谁、相互联系、价值贡献,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/692c0f04000000001e016263?xsec_token=ABV8qFbDkREftH6LGwDrziFch9P8d464t07XBRavstjvo=&xsec_source=pc_search,你永远叫不醒一个装睡的人,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/692c0f04000000001e016263?xsec_token=ABV8qFbDkREftH6LGwDrziFch9P8d464t07XBRavstjvo=&xsec_source=pc_search,是这样的，我以前有一个年轻的同事，你跟她聊天的时候，她总会说“是的呢”，大家跟他聊天就特别有认同感,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/692c0f04000000001e016263?xsec_token=ABV8qFbDkREftH6LGwDrziFch9P8d464t07XBRavstjvo=&xsec_source=pc_search,讲得真好👍 不论在和哪个国家的人沟通，这些方法都很适用,探测词：说完方案领导没反应怎么办,
2026-08-02,https://www.xiaohongshu.com/explore/680f4df3000000002301ef20?xsec_token=ABpWAQdsCRv3-CvI44eUwtyzMChIDx5vDVuKG5EFYLGNc=&xsec_source=pc_search,她不回信息 就是代表短时间内 你没有利用价值~等到哪天她想用到你了 就会主动给你发信息了,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/680f4df3000000002301ef20?xsec_token=ABpWAQdsCRv3-CvI44eUwtyzMChIDx5vDVuKG5EFYLGNc=&xsec_source=pc_search,不回复就是不尊重，各位不用自我和解，这是个人素养的问题。我之前认识的一个朋友就是，有事情求我才秒回，等我帮他处理完，无事求人就直接已读不回，功利的人留着干嘛？,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/680f4df3000000002301ef20?xsec_token=ABpWAQdsCRv3-CvI44eUwtyzMChIDx5vDVuKG5EFYLGNc=&xsec_source=pc_search,有权势的人从来遇不到别人不回微信的情况，所以不回微信就是不尊重,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/680f4df3000000002301ef20?xsec_token=ABpWAQdsCRv3-CvI44eUwtyzMChIDx5vDVuKG5EFYLGNc=&xsec_source=pc_search,不用想那么多，不回信息就是不尊重，没把你当一回事，哪怕是回复一个表情也行~连表情都没回一个~这种人删了吧,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/680f4df3000000002301ef20?xsec_token=ABpWAQdsCRv3-CvI44eUwtyzMChIDx5vDVuKG5EFYLGNc=&xsec_source=pc_search,我不管他们什么原因，反正48小时不回我消息的，没资格存在我的世界。我说你不尊重我，就是不尊重。我有的标准。,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/680f4df3000000002301ef20?xsec_token=ABpWAQdsCRv3-CvI44eUwtyzMChIDx5vDVuKG5EFYLGNc=&xsec_source=pc_search,别自己骗自己了，不回就是不尊重。哪怕就三五个字就行。,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/680f4df3000000002301ef20?xsec_token=ABpWAQdsCRv3-CvI44eUwtyzMChIDx5vDVuKG5EFYLGNc=&xsec_source=pc_search,我以后定就是，六个小时不回我信息，马上删除,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/680f4df3000000002301ef20?xsec_token=ABpWAQdsCRv3-CvI44eUwtyzMChIDx5vDVuKG5EFYLGNc=&xsec_source=pc_search,不要自欺欺人了，不回你就是懒得搭理你……极少数是确实没看到，那也可能被设了免打扰了……所以……,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/680f4df3000000002301ef20?xsec_token=ABpWAQdsCRv3-CvI44eUwtyzMChIDx5vDVuKG5EFYLGNc=&xsec_source=pc_search,其实，有些人啥也不说就打电话过来，更加冒昧,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/6a1040600000000008003174?xsec_token=ABmF47MS_SOxITI-y5lzUvfjjQtT6gWLCMz-hr5J4K2XA=&xsec_source=pc_search,请爱给别人发消息的人思考下是不是已经打扰到别人了，别光以为对方不礼貌,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/6a1040600000000008003174?xsec_token=ABmF47MS_SOxITI-y5lzUvfjjQtT6gWLCMz-hr5J4K2XA=&xsec_source=pc_search,“下位者”期待“上位者”回复的时候，确实是“下位者”。但如果“下位者”只是单方面传递信息，不需要得到肯定或否定回复，那么这时候就变成了“上位者”,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/6a1040600000000008003174?xsec_token=ABmF47MS_SOxITI-y5lzUvfjjQtT6gWLCMz-hr5J4K2XA=&xsec_source=pc_search,对方催 我就问，它不回，也不明确不合作，也不吱声，问了几次,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/6a1040600000000008003174?xsec_token=ABmF47MS_SOxITI-y5lzUvfjjQtT6gWLCMz-hr5J4K2XA=&xsec_source=pc_search,对方主动 我热情回应后他又会已读不回 是什么意思,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/6a1040600000000008003174?xsec_token=ABmF47MS_SOxITI-y5lzUvfjjQtT6gWLCMz-hr5J4K2XA=&xsec_source=pc_search,也可能是有毒关系里的自我救赎,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/6a1040600000000008003174?xsec_token=ABmF47MS_SOxITI-y5lzUvfjjQtT6gWLCMz-hr5J4K2XA=&xsec_source=pc_search,为什么要用上位者和下位者来描述一段关系？纯好奇无恶意,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/6a1040600000000008003174?xsec_token=ABmF47MS_SOxITI-y5lzUvfjjQtT6gWLCMz-hr5J4K2XA=&xsec_source=pc_search,问题对方阶层比我还低 只是她自认为比我高而已,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/6a1040600000000008003174?xsec_token=ABmF47MS_SOxITI-y5lzUvfjjQtT6gWLCMz-hr5J4K2XA=&xsec_source=pc_search,我能不能直接转发给不回复我的人,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/69a6deb3000000001a02689c?xsec_token=ABCpguclt_Dz_w21uDLe6NS9EX9sF8wRrpkv3bwbnXGXk=&xsec_source=pc_search,领导不回就不该做，他嫌烦是他的事，说不清就不推进呗，看谁急,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/69a6deb3000000001a02689c?xsec_token=ABCpguclt_Dz_w21uDLe6NS9EX9sF8wRrpkv3bwbnXGXk=&xsec_source=pc_search,他不回就直接做吗 回头会不会就说 那我都没确认你怎么就退进了呢,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/69a6deb3000000001a02689c?xsec_token=ABCpguclt_Dz_w21uDLe6NS9EX9sF8wRrpkv3bwbnXGXk=&xsec_source=pc_search,顶撞领导现在都是大罪了吗，跟袭警一样了是吧。,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/69a6deb3000000001a02689c?xsec_token=ABCpguclt_Dz_w21uDLe6NS9EX9sF8wRrpkv3bwbnXGXk=&xsec_source=pc_search,执行层搞什么七七八八的人情世故。问领导执行哪个？确定后开始推进，凡是打迷糊的都强行确认完在推进。要不然明确告知没确定下来所以不进行执行就好了,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/69a6deb3000000001a02689c?xsec_token=ABCpguclt_Dz_w21uDLe6NS9EX9sF8wRrpkv3bwbnXGXk=&xsec_source=pc_search,麻烦您改成B，然后他一直不回，后面追责的时候说这么重要的事情你怎么没得到我回复就做了？,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/69a6deb3000000001a02689c?xsec_token=ABCpguclt_Dz_w21uDLe6NS9EX9sF8wRrpkv3bwbnXGXk=&xsec_source=pc_search,我还以为这些都是基本常识，在任何场景下都不应该试图行使自己没有的权力。我有点好奇的是对于老板来说为什么要花大钱请一个不愿意做决策的所谓领导，就当个肉喇叭吗,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/69a6deb3000000001a02689c?xsec_token=ABCpguclt_Dz_w21uDLe6NS9EX9sF8wRrpkv3bwbnXGXk=&xsec_source=pc_search,不明确就不推进嘛问责下来也是领导他先被叼,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/69a6deb3000000001a02689c?xsec_token=ABCpguclt_Dz_w21uDLe6NS9EX9sF8wRrpkv3bwbnXGXk=&xsec_source=pc_search,但凡是这样。。最后都背锅了呢。,探测词：领导不回消息该不该追问,
2026-08-02,https://www.xiaohongshu.com/explore/69a6deb3000000001a02689c?xsec_token=ABCpguclt_Dz_w21uDLe6NS9EX9sF8wRrpkv3bwbnXGXk=&xsec_source=pc_search,@虾仁不加盐 我每天经历的 每天做阅读理解题,探测词：领导不回消息该不该追问,
2026-08-03,https://www.xiaohongshu.com/explore/69b6805b0000000021005dfe,那如果上一份工作是服务业，交了三个月的社保怎么圆啊,"编造/包装工作经历时与真实社保记录对不上,担心被HR查出破绽",编造工作经历和社保记录对不上怎么解释
2026-08-03,https://www.xiaohongshu.com/explore/6a5e2dc40000000014004207?xsec_token=ABoihdyoCA0DQjoIvzznrui1OaVBQc-r02jBNHIGckk-0=&xsec_source=pc_search,话术太学生了！！,有工作经验的人发现网传面试话术是应届生口吻，拿到总经理面前用不了,面试话术太学生气怎么改
2026-08-03,https://www.xiaohongshu.com/explore/6a5e2dc40000000014004207?xsec_token=ABoihdyoCA0DQjoIvzznrui1OaVBQc-r02jBNHIGckk-0=&xsec_source=pc_search,我两年没工作咋说,有两年职业空窗，终面被追问这两年在干什么时不知道怎么答,终面被问空窗两年怎么回答
2026-08-03,https://www.xiaohongshu.com/explore/69bbc73e0000000023013694?xsec_token=ABBXvTO4K_SJeOdSOn7tMHbBZWuFIF7h6-20JFfC3Ka1M=&xsec_source=pc_search,紧张声音发颤怎么办,讲PPT时声音发抖，前排讲方法不讲生理反应,讲PPT声音发抖怎么控制
2026-08-03,https://www.xiaohongshu.com/explore/6978c4c0000000000b011e92?xsec_token=ABcxaMN_pdcA4UCoxHwpc0SI6fBT3_HGpm-0rCPfD4Egk=&xsec_source=pc_search,连续10年拿c怎么办,长期稳定被打C，单次面谈话术对其无意义,每年都拿C怎么办
2026-08-03,https://www.xiaohongshu.com/explore/6a3538cc00000000060206f6?xsec_token=AB8ExxAlRaSUujw_MzX6z1__R3IlNoGUSxYTHpFR_jT78=&xsec_source=pc_search,有些孤立都是领导默许的,孤立由领导默许纵容，前排针对平级同事的招式失去作用,领导默许的孤立怎么办
2026-08-03,https://www.xiaohongshu.com/explore/6a3538cc00000000060206f6?xsec_token=AB8ExxAlRaSUujw_MzX6z1__R3IlNoGUSxYTHpFR_jT78=&xsec_source=pc_search,如果领导也是羊呢,领导本人随大流参与孤立，向上求助这条路直接断掉,领导带头孤立我怎么办
2026-08-04,https://www.xiaohongshu.com/search_result/6a700def0000000033019fff?xsec_token=ABnCC_PiY2A3rz63JL1aQa6NL4AEZ9gvfYsBBJsKoO5oM=&xsec_source=,随心一点吧，就那几个钱，上班已经够累了，装出来的终究不长久，领导也不傻，做自己就好,不想刻意讨好领导又怕被认为不合群/不会来事,不想讨好领导会被说不合群吗
2026-08-04,https://www.xiaohongshu.com/search_result/6a700def0000000033019fff?xsec_token=ABnCC_PiY2A3rz63JL1aQa6NL4AEZ9gvfYsBBJsKoO5oM=&xsec_source=,我工资不到一万，用不到💰,低薪打工人觉得向上管理/讨好领导话术门槛太高用不上,工资低还要学向上管理话术吗
2026-08-04,https://www.xiaohongshu.com/search_result/6a5ed006000000000a03a609?xsec_token=ABoihdyoCA0DQjoIvzznruix1KofY_SLV0907kCN3ehpI=&xsec_source=,还有我是强制实习，根据他们公司规定，强制实习比自愿实习工资低很多，这样我是不是有希望拿下这个机会啊,强制实习生纠结低工资是否反而增加录用机会,强制实习工资低是不是更容易转正
2026-08-04,https://www.xiaohongshu.com/search_result/6a5ed006000000000a03a609?xsec_token=ABoihdyoCA0DQjoIvzznruix1KofY_SLV0907kCN3ehpI=&xsec_source=,今年的面试80%都是这种啊，面试俩小时，我想结束都很难，这些都谈到了，但是可能给不到薪资，平薪也给不到，但是我的薪资明明在市场上就是很入门的经理级别薪资啊,面试冗长两小时但薪资谈不拢，身心俱疲又不甘心结束,面试聊了两小时最后说给不到薪资怎么办
2026-08-04,https://www.xiaohongshu.com/search_result/6a5ed006000000000a03a609?xsec_token=ABoihdyoCA0DQjoIvzznruix1KofY_SLV0907kCN3ehpI=&xsec_source=,救命，没让我反问也没问我啥时候能入职,面试官没给反问机会也没问入职时间，担心是否代表没戏,面试官没让反问是不是没戏
2026-08-04,https://www.xiaohongshu.com/search_result/66bad1a30000000025030fba?xsec_token=ABJvlLXNWJN7IOZhqs5IfwjAZU9LIDzFTMrID0vAKMOWM=&xsec_source=pc_search,我薪资都谈好了走流程了被他们领导驳回了，嫌给我的工资高，人家觉得不如低薪多招几个人,薪资已谈妥走流程却被对方领导临时驳回，归因是嫌薪资高,薪资谈好被领导驳回怎么办
2026-08-04,https://www.xiaohongshu.com/search_result/66bad1a30000000025030fba?xsec_token=ABJvlLXNWJN7IOZhqs5IfwjAZU9LIDzFTMrID0vAKMOWM=&xsec_source=pc_search,工资流水没有那么多也没告诉HR呢,背调工资流水与面试所说薪资对不上，担心offer黄,背调工资流水对不上怎么办
2026-08-05,https://www.xiaohongshu.com/explore/6993b5360000000009039469?xsec_token=ABuHx3cTLpzVPo7zC50kIU1FfpxtCeh0m2HQLXZHXTT0w=&xsec_source=pc_search,那我问了面试结果，他说人事会通知我的。这种呢🥲,主动问了面试结果，对方说人事会通知，不确定这算不算已经被拒,HR说会通知你结果是不是就是被拒了
2026-08-05,https://www.xiaohongshu.com/explore/6993b5360000000009039469?xsec_token=ABuHx3cTLpzVPo7zC50kIU1FfpxtCeh0m2HQLXZHXTT0w=&xsec_source=pc_search,靠，难怪面完来句辛苦了🥲🥲🥲，是不是没戏,面试结束时对方说了句辛苦了，担心这是没戏的暗示,面试官说辛苦了是不是暗示没戏
2026-08-05,https://www.xiaohongshu.com/explore/6993b5360000000009039469?xsec_token=ABuHx3cTLpzVPo7zC50kIU1FfpxtCeh0m2HQLXZHXTT0w=&xsec_source=pc_search,我聊了4-5个小时 后面来一句综合评估回复你，主动跟我说给结果的时间，现在都快过去感觉凉了,长时间面试后只得到综合评估的套话回复，承诺的结果时间已过仍无消息,面试官说综合评估回复你且约定时间过了没消息还有希望吗
2026-08-05,https://www.xiaohongshu.com/explore/6a71b84f000000002800be3f?xsec_token=ABJ67AJwpaEbbSDyndwOBnXirXZapApSOzDFyRRjlf5ng=&xsec_source=pc_search,我见过最恶心的谈薪是，我当时是14薪，hr说我，好的我这边觉得你期望应该是最少持平，那我们是16到18薪所以月base会降，被我骂回去了,"HR用薪制口径差异(14薪vs16-18薪)包装成""持平""实际变相压低月基本工资，候选人识破后表达不满",HR用总包对比压低月薪怎么识别
2026-08-05,https://www.xiaohongshu.com/explore/6a71b84f000000002800be3f?xsec_token=ABJ67AJwpaEbbSDyndwOBnXirXZapApSOzDFyRRjlf5ng=&xsec_source=pc_search,其实打直球也可以的，我就一点技巧没有直接聊：我现在年包xx万，预期xx万，公司能给到吗？如果在他们预算范围内的话就麻烦继续推进,不确定谈薪时直接坦率报价(打直球)这种简化方式是否可行有效,谈薪可以直接说预期薪资吗
2026-08-05,https://www.xiaohongshu.com/explore/686e3aec000000002203178b?xsec_token=ABy33jbnrbPALlf0ypFk9SUX7Ow_aq3y7Ab_G_db4LRXA=&xsec_source=pc_feed,请问一下 现在还没有辞职的人 出去面试能不能不填写原公司人员信息给面试公司啊，我怕他们背调打电话还不大想被原公司知道我想走,在职裸辞前偷偷面试，担心背调打草惊蛇让原公司发现自己想离职,在职找工作背调不想让原公司知道怎么办
2026-08-05,https://www.xiaohongshu.com/explore/686e3aec000000002203178b?xsec_token=ABy33jbnrbPALlf0ypFk9SUX7Ow_aq3y7Ab_G_db4LRXA=&xsec_source=pc_feed,我最近面试了好多，一直在推销自己...结果呢...也是默拒...甚至有个工作和三位面试官聊的依依不舍，整个氛围磁场都好好！结果呢...说真的，你们选人能告知失败的原因吗？,面试氛围融洽、自我感觉良好却被默拒，求而不得且不知道具体败因，反复受挫后自我怀疑,面试聊得很好但被拒能问HR原因吗
2026-08-06,https://www.xiaohongshu.com/search_result/67c1b93e0000000009039ace?xsec_token=AB9bpz6ye-BlkqyjIkh3hJNtDwukV9cmgypI5uGGpux-E=&xsec_source=,面的公司 下面都已经打出来了 签字就承认你同意背调了 服了 不过我加了个不字 想知道这样真的不犯法吗,"面试登记表下方预先印好""同意背调""字样，被迫签字担心留下法律隐患",面试登记表被要求签字同意背调怎么办
2026-08-06,https://www.xiaohongshu.com/search_result/67c1b93e0000000009039ace?xsec_token=AB9bpz6ye-BlkqyjIkh3hJNtDwukV9cmgypI5uGGpux-E=&xsec_source=,今天遇到一个要填身份证号的，我问他不填可以吗，他说不行，公司要查你的征信，我当时把表拿过来直接撕了，然后转身就走,面试登记表被强制要求填写身份证号用于查征信，最终愤而离场,面试要求填身份证号查征信怎么办
2026-08-06,https://www.xiaohongshu.com/explore/6a5711ea0000000017028fe9?xsec_token=AB0Jap9cngF1TJIj_gyas9rgROXvgcpPaQHRB6clPv5PM=&xsec_source=pc_search,叫我回去等通知的最后都给我发offer了啊 / 叫我等通知的都没offer,"HR说""回去等通知""结果因人而异,求职者无法从这句话本身判断真实指向",hr说回去等通知是不是没戏了
2026-08-06,https://www.xiaohongshu.com/explore/6a5711ea0000000017028fe9?xsec_token=AB0Jap9cngF1TJIj_gyas9rgROXvgcpPaQHRB6clPv5PM=&xsec_source=pc_search,OK刚面完 回去等通知 我的天 感觉和出高考成绩一样……,"等待面试结果期间的焦虑感被具象类比为等高考成绩,情绪煎熬无处安放",面试后等结果的煎熬心态怎么调整
2026-08-07,https://www.xiaohongshu.com/explore/69d61733000000002200e98e,学到了 那后面对方有问要给上家流水吗 有给吗还是怎么回答,面试/谈薪中被追问提供上一家工资流水证明，不知如何应对,面试被要求出示上家工资流水怎么办
2026-08-07,https://www.xiaohongshu.com/explore/69d61733000000002200e98e,现在这行情，跳槽要20%的涨薪？？直接gap到退休了,对当前跳槽涨薪预期与市场行情落差的焦虑与自嘲,现在跳槽涨薪行情大概多少
2026-08-07,https://www.xiaohongshu.com/explore/6601988e0000000013025a78,我面试好有十次了吧，一直都不过，麻了麻了,反复面试屡战屡败后的疲惫麻木感,面试屡次不过怎么调整心态
2026-08-07,https://www.xiaohongshu.com/explore/6601988e0000000013025a78,今天面试紧张到话都说不清楚了，我搞不懂自己，面试前想着无所谓也不是啥好岗位也没有紧张，可是不知道为啥一到面试自我介绍我就磕磕绊绊的,平时告诉自己不紧张，但一到自我介绍环节就语无伦次的困惑,面试自我介绍紧张说不清楚怎么办
2026-08-07,https://www.xiaohongshu.com/explore/6601988e0000000013025a78,面试了两个多小时，总经理一直跟我聊公司发展愿景，我主打一个真诚，实话实说，也不知道结果咋样,长时间被聊愿景型面试后，无法判断是否有戏的忐忑,面试官一直聊愿景是不是没戏
2026-08-07,https://www.xiaohongshu.com/explore/6a71b84f000000002800be3f,应届生需要谈薪吗…？,应届生对是否该在校招阶段主动谈薪存在认知空白与犹豫,应届生需要谈薪吗
2026-08-07,https://www.xiaohongshu.com/explore/6a71b84f000000002800be3f,很多时候比如说告诉你这个岗位的total package是60。然后你实际在前司呆了5年公司内部涨幅不高导致你的薪资可能偏低于市场价这个时候你要求25%的涨幅一年能有55也没有超过他们的,涨薪诉求接近或低于package总额上限时如何判断合理区间的谈判顾虑,涨薪要求接近package上限还能谈吗
2026-08-07,https://www.xiaohongshu.com/explore/6a6f585e000000002c001401?xsec_token=ABm3GkBVyqKC5r5Zn83HChcLn0ilvfKpw5dGSMIPYCSKo=&xsec_source=pc_search,还是很想请问 被问expected salary的时候怎样很好的不回答。感觉有的H不喜欢被反问budget,"面试被问期望薪资(expected salary)时不知如何礼貌回避/不直接报价,担心反问HR预算区间会引起对方反感",面试被问expected salary怎么礼貌不直接回答
2026-08-08,https://www.xiaohongshu.com/explore/69abf6df0000000028009902?xsec_token=ABnKti2O_OHU3FClrBkxVLewe6Y_DOxSRwI8_adk7E6p8=&xsec_source=pc_search,为什么不给，又不带骗人的,"担心拒绝提供工资流水会被公司认为说谎/不诚实,不确定拒绝的后果",不给工资流水会被认为说谎吗
2026-08-08,https://www.xiaohongshu.com/explore/69abf6df0000000028009902?xsec_token=ABnKti2O_OHU3FClrBkxVLewe6Y_DOxSRwI8_adk7E6p8=&xsec_source=pc_search,只听了第一句，就准备划走，不过还是提醒一下，少信xhs上博主这样劝这也不给那也不给的话吧，现实是现实,"对网络博主教的拒绝话术不信任,认为现实中HR仍会强硬要求提供工资流水",工资流水不给HR会怎么样
2026-08-08,https://www.xiaohongshu.com/explore/6a4236e60000000022016319?xsec_token=ABZdg4jLfG95cv9GFWKhUycNvt2D778JZ_WsoS73hoDtg=&xsec_source=pc_search,别内耗，有个说初面通过了，副总出差半个月才回来，哈哈我就知道没戏了。,"初面被告知已通过,但后续要等更高层领导出差回来才能定夺,漫长等待中开始怀疑是否已经没戏",初面说通过了但要等领导出差回来定是不是没戏
2026-08-08,https://www.xiaohongshu.com/explore/69f32aca000000003603320c?xsec_token=ABvjXng2EjCiS1emry2jzk84b7yYlxSdDFhzFUigqK7D0=&xsec_source=pc_search,能说入职后发现部门所在的人全都离职，感觉部门流动性太大不利于长期发展吗,"犹豫离职原因能否直说是因为发现团队离职率过高,担心这个理由在HR听来是否合适/会不会显得在说前公司坏话",入职后发现部门都离职流动性大能说吗
2026-08-09,https://www.xiaohongshu.com/explore/65b74425000000002c036426?xsec_token=ABkH44Xactgq95qnJ9hzEsuNKy9hALfaQOoEv2zRFcLDU=&xsec_source=pc_search,招聘岗位上如果有标明待遇区间，岗位要求职责和福利，这样的回答只会让HR感觉，投递简历之前并没有详细了解岗位要求，有海投的嫌疑，如果待遇区间离自己期望待遇差异太大，为什么又要投递呢？说明你有接受的准备。楼主的视频只适合哪些标注为面谈的岗位，这种套路的视频未必会给应聘者带来好处，只能是建议而已，求职者还是需要有自我认知，不然可能会失去一个工作机会,投的岗位 JD 已写明薪资区间，照搬「先反问 HR 预算、不先报数」的话术被 HR 读成没看岗位要求、海投，反而丢掉机会,岗位写明薪资区间还能谈吗
2026-08-09,https://www.xiaohongshu.com/explore/65b74425000000002c036426?xsec_token=ABkH44Xactgq95qnJ9hzEsuNKy9hALfaQOoEv2zRFcLDU=&xsec_source=pc_search,最烦那种问了一句话都不愿意透露，只说面谈真的是浪费时间,主动问薪资区间时 HR 只回一句「面谈」，不给任何数字锚点，谈判从一开始就没有可谈的基准,hr只说薪资面谈怎么问出区间
2026-08-09,https://www.xiaohongshu.com/explore/65b74425000000002c036426?xsec_token=ABkH44Xactgq95qnJ9hzEsuNKy9hALfaQOoEv2zRFcLDU=&xsec_source=pc_search,实话，我们单位一个月可以稳定给到1万多，但是，非常不喜欢一上来就问薪资的，尤其是无责任底薪的。理解底薪是为了给自己一份保障，但是也不希望只盯着那些底薪。毕竟月薪1万以上的工作，多少需要灵活变通，创造比基础岗位更大的价值。,用人方一侧的反馈：候选人开场即问底薪、只盯无责任底薪，会被判定为不愿承担价值创造，直接影响给不给到高位区间,面试一开始就问薪资会被减分吗
2026-08-09,https://www.xiaohongshu.com/explore/65b74425000000002c036426?xsec_token=ABkH44Xactgq95qnJ9hzEsuNKy9hALfaQOoEv2zRFcLDU=&xsec_source=pc_search,23年毕业，一个央企直接联系我们老师急招我们专业的人，但是这个公司跟我们的专业不符，有意向的同学不多，最后只有我面试了，我直接说我大学兼职，每个月都8k，我到你们公司专职我要每个月到手1w,岗位招不到人、竞争者极少时，跳过所有话术直接开价反而成立——但前排没人讲怎么先判断自己处在这种供需位置,怎么判断自己在面试里有没有议价权
